PUMA,TRACT,BG,BLOCK,household_id,wgtp,SERIALNO,industry,occupation,AGEP,SEX,WKHP,ESR,SCHG,WKW,MIL,SCHL,per_num,GQFLAG,person_id
1314,41051004500,4.1051E+11,4.1051E+14,1149406,8,2018HU0717181,1,1,69,1,25,1,-8,1,3,15,1,0,114940601
1314,41051004500,4.1051E+11,4.1051E+14,1149406,8,2018HU0717181,1,1,66,1,10,1,-8,1,4,9,2,0,114940602
1314,41051004500,4.1051E+11,4.1051E+14,1149406,8,2018HU0717181,1,1,56,2,40,1,-8,1,4,14,3,0,114940603
1314,41051004500,4.1051E+11,4.1051E+14,1149406,8,2018HU0717181,1,1,56,1,43,1,-8,1,4,11,4,0,114940604
1314,41051004500,4.1051E+11,4.1051E+14,1149406,8,2018HU0717181,1,1,53,2,40,1,-8,1,4,13,5,0,114940605
1314,41051004500,4.1051E+11,4.1051E+14,1149406,8,2018HU0717181,1,1,39,1,40,1,-8,1,4,11,6,0,114940606
1314,41051004500,4.1051E+11,4.1051E+14,1149406,8,2018HU0717181,1,1,39,1,46,1,-8,1,4,11,7,0,114940607
1314,41051004500,4.1051E+11,4.1051E+14,1149407,8,2018HU0717181,1,1,69,1,25,1,-8,1,3,15,1,0,114940701
1314,41051004500,4.1051E+11,4.1051E+14,1149407,8,2018HU0717181,1,1,66,1,10,1,-8,1,4,9,2,0,114940702
1314,41051004500,4.1051E+11,4.1051E+14,1149407,8,2018HU0717181,1,1,56,2,40,1,-8,1,4,14,3,0,114940703
1314,41051004500,4.1051E+11,4.1051E+14,1149407,8,2018HU0717181,1,1,56,1,43,1,-8,1,4,11,4,0,114940704
1314,41051004500,4.1051E+11,4.1051E+14,1149407,8,2018HU0717181,1,1,53,2,40,1,-8,1,4,13,5,0,114940705
1314,41051004500,4.1051E+11,4.1051E+14,1149407,8,2018HU0717181,1,1,39,1,40,1,-8,1,4,11,6,0,114940706
1314,41051004500,4.1051E+11,4.1051E+14,1149407,8,2018HU0717181,1,1,39,1,46,1,-8,1,4,11,7,0,114940707
1314,41051004500,4.1051E+11,4.1051E+14,1149408,8,2018HU0717181,1,1,69,1,25,1,-8,1,3,15,1,0,114940801
1314,41051004500,4.1051E+11,4.1051E+14,1149408,8,2018HU0717181,1,1,66,1,10,1,-8,1,4,9,2,0,114940802
1314,41051004500,4.1051E+11,4.1051E+14,1149408,8,2018HU0717181,1,1,56,2,40,1,-8,1,4,14,3,0,114940803
1314,41051004500,4.1051E+11,4.1051E+14,1149408,8,2018HU0717181,1,1,56,1,43,1,-8,1,4,11,4,0,114940804
1314,41051004500,4.1051E+11,4.1051E+14,1149408,8,2018HU0717181,1,1,53,2,40,1,-8,1,4,13,5,0,114940805
1314,41051004500,4.1051E+11,4.1051E+14,1149408,8,2018HU0717181,1,1,39,1,40,1,-8,1,4,11,6,0,114940806
1314,41051004500,4.1051E+11,4.1051E+14,1149408,8,2018HU0717181,1,1,39,1,46,1,-8,1,4,11,7,0,114940807
1314,41051004500,4.1051E+11,4.1051E+14,1149409,8,2018HU0717181,1,1,69,1,25,1,-8,1,3,15,1,0,114940901
1314,41051004500,4.1051E+11,4.1051E+14,1149409,8,2018HU0717181,1,1,66,1,10,1,-8,1,4,9,2,0,114940902
1314,41051004500,4.1051E+11,4.1051E+14,1149409,8,2018HU0717181,1,1,56,2,40,1,-8,1,4,14,3,0,114940903
1314,41051004500,4.1051E+11,4.1051E+14,1149409,8,2018HU0717181,1,1,56,1,43,1,-8,1,4,11,4,0,114940904
1314,41051004500,4.1051E+11,4.1051E+14,1149409,8,2018HU0717181,1,1,53,2,40,1,-8,1,4,13,5,0,114940905
1314,41051004500,4.1051E+11,4.1051E+14,1149409,8,2018HU0717181,1,1,39,1,40,1,-8,1,4,11,6,0,114940906
1314,41051004500,4.1051E+11,4.1051E+14,1149409,8,2018HU0717181,1,1,39,1,46,1,-8,1,4,11,7,0,114940907
1314,41051004500,4.1051E+11,4.1051E+14,1149410,8,2018HU0717181,1,1,69,1,25,1,-8,1,3,15,1,0,114941001
1314,41051004500,4.1051E+11,4.1051E+14,1149410,8,2018HU0717181,1,1,66,1,10,1,-8,1,4,9,2,0,114941002
1314,41051004500,4.1051E+11,4.1051E+14,1149410,8,2018HU0717181,1,1,56,2,40,1,-8,1,4,14,3,0,114941003
1314,41051004500,4.1051E+11,4.1051E+14,1149410,8,2018HU0717181,1,1,56,1,43,1,-8,1,4,11,4,0,114941004
1314,41051004500,4.1051E+11,4.1051E+14,1149410,8,2018HU0717181,1,1,53,2,40,1,-8,1,4,13,5,0,114941005
1314,41051004500,4.1051E+11,4.1051E+14,1149410,8,2018HU0717181,1,1,39,1,40,1,-8,1,4,11,6,0,114941006
1314,41051004500,4.1051E+11,4.1051E+14,1149410,8,2018HU0717181,1,1,39,1,46,1,-8,1,4,11,7,0,114941007
1314,41051004500,4.1051E+11,4.1051E+14,1149411,8,2018HU0717181,1,1,69,1,25,1,-8,1,3,15,1,0,114941101
1314,41051004500,4.1051E+11,4.1051E+14,1149411,8,2018HU0717181,1,1,66,1,10,1,-8,1,4,9,2,0,114941102
1314,41051004500,4.1051E+11,4.1051E+14,1149411,8,2018HU0717181,1,1,56,2,40,1,-8,1,4,14,3,0,114941103
1314,41051004500,4.1051E+11,4.1051E+14,1149411,8,2018HU0717181,1,1,56,1,43,1,-8,1,4,11,4,0,114941104
1314,41051004500,4.1051E+11,4.1051E+14,1149411,8,2018HU0717181,1,1,53,2,40,1,-8,1,4,13,5,0,114941105
1314,41051004500,4.1051E+11,4.1051E+14,1149411,8,2018HU0717181,1,1,39,1,40,1,-8,1,4,11,6,0,114941106
1314,41051004500,4.1051E+11,4.1051E+14,1149411,8,2018HU0717181,1,1,39,1,46,1,-8,1,4,11,7,0,114941107
1314,41051004500,4.1051E+11,4.1051E+14,1149412,8,2018HU0717181,1,1,69,1,25,1,-8,1,3,15,1,0,114941201
1314,41051004500,4.1051E+11,4.1051E+14,1149412,8,2018HU0717181,1,1,66,1,10,1,-8,1,4,9,2,0,114941202
1314,41051004500,4.1051E+11,4.1051E+14,1149412,8,2018HU0717181,1,1,56,2,40,1,-8,1,4,14,3,0,114941203
1314,41051004500,4.1051E+11,4.1051E+14,1149412,8,2018HU0717181,1,1,56,1,43,1,-8,1,4,11,4,0,114941204
1314,41051004500,4.1051E+11,4.1051E+14,1149412,8,2018HU0717181,1,1,53,2,40,1,-8,1,4,13,5,0,114941205
1314,41051004500,4.1051E+11,4.1051E+14,1149412,8,2018HU0717181,1,1,39,1,40,1,-8,1,4,11,6,0,114941206
1314,41051004500,4.1051E+11,4.1051E+14,1149412,8,2018HU0717181,1,1,39,1,46,1,-8,1,4,11,7,0,114941207
1314,41051004500,4.1051E+11,4.1051E+14,1149413,8,2018HU0717181,1,1,69,1,25,1,-8,1,3,15,1,0,114941301
1314,41051004500,4.1051E+11,4.1051E+14,1149413,8,2018HU0717181,1,1,66,1,10,1,-8,1,4,9,2,0,114941302
1314,41051004500,4.1051E+11,4.1051E+14,1149413,8,2018HU0717181,1,1,56,2,40,1,-8,1,4,14,3,0,114941303
1314,41051004500,4.1051E+11,4.1051E+14,1149413,8,2018HU0717181,1,1,56,1,43,1,-8,1,4,11,4,0,114941304
1314,41051004500,4.1051E+11,4.1051E+14,1149413,8,2018HU0717181,1,1,53,2,40,1,-8,1,4,13,5,0,114941305
1314,41051004500,4.1051E+11,4.1051E+14,1149413,8,2018HU0717181,1,1,39,1,40,1,-8,1,4,11,6,0,114941306
1314,41051004500,4.1051E+11,4.1051E+14,1149413,8,2018HU0717181,1,1,39,1,46,1,-8,1,4,11,7,0,114941307
1314,41051004500,4.1051E+11,4.1051E+14,1149414,8,2018HU0717181,1,1,69,1,25,1,-8,1,3,15,1,0,114941401
1314,41051004500,4.1051E+11,4.1051E+14,1149414,8,2018HU0717181,1,1,66,1,10,1,-8,1,4,9,2,0,114941402
1314,41051004500,4.1051E+11,4.1051E+14,1149414,8,2018HU0717181,1,1,56,2,40,1,-8,1,4,14,3,0,114941403
1314,41051004500,4.1051E+11,4.1051E+14,1149414,8,2018HU0717181,1,1,56,1,43,1,-8,1,4,11,4,0,114941404
1314,41051004500,4.1051E+11,4.1051E+14,1149414,8,2018HU0717181,1,1,53,2,40,1,-8,1,4,13,5,0,114941405
1314,41051004500,4.1051E+11,4.1051E+14,1149414,8,2018HU0717181,1,1,39,1,40,1,-8,1,4,11,6,0,114941406
1314,41051004500,4.1051E+11,4.1051E+14,1149414,8,2018HU0717181,1,1,39,1,46,1,-8,1,4,11,7,0,114941407
1314,41051004500,4.1051E+11,4.1051E+14,1149415,40,2018HU0780770,1,1,33,1,50,1,-8,1,4,13,1,0,114941501
1314,41051004500,4.1051E+11,4.1051E+14,1149416,40,2018HU0780770,1,1,33,1,50,1,-8,1,4,13,1,0,114941601
1314,41051004500,4.1051E+11,4.1051E+14,1149417,26,2018HU0790323,1,1,63,1,24,1,-8,1,2,14,1,0,114941701
1314,41051004500,4.1051E+11,4.1051E+14,1149417,26,2018HU0790323,0,0,65,2,-8,6,-8,-8,4,14,2,0,114941702
1314,41051004500,4.1051E+11,4.1051E+14,1149418,25,2018HU0831259,1,1,65,1,30,1,-8,1,4,13,1,0,114941801
1314,41051004500,4.1051E+11,4.1051E+14,1149419,12,2018HU0833349,0,0,29,1,-8,6,-8,-8,4,15,1,0,114941901
1314,41051004500,4.1051E+11,4.1051E+14,1149419,12,2018HU0833349,1,1,31,2,40,1,-8,1,4,13,2,0,114941902
1314,41051004500,4.1051E+11,4.1051E+14,1149420,12,2018HU0833349,0,0,29,1,-8,6,-8,-8,4,15,1,0,114942001
1314,41051004500,4.1051E+11,4.1051E+14,1149420,12,2018HU0833349,1,1,31,2,40,1,-8,1,4,13,2,0,114942002
