household_id,PERSON_NUM,person_id,PUMA_GEOID,AGEP,SEX,WKHP,WKW,ESR,SCHG,MIL,NAICSP,INDP,OCCP,OCCCAT,DDRS,DEAR,DEYE,DOUT,DPHY,DREM,TOLLFACTOR,FAREFACTOR
12,2,26,1303,73,2,-8,-8,6,-8,4,,,,999,,,,,,,,
95,1,213,1303,46,1,40,1,1,16,2,,,,1,,,,,,,,
95,2,214,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
95,3,215,1303,2,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
95,4,216,1303,51,2,30,1,1,-8,4,,,,2,,,,,,,,
96,1,217,1303,36,2,10,3,1,-8,4,,,,3,,,,,,,,
96,2,218,1303,33,1,40,1,1,-8,4,,,,4,,,,,,,,
96,3,219,1303,7,2,-8,-8,-8,4,-8,,,,999,,,,,,,,
96,4,220,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
97,1,221,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
97,2,222,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
97,3,223,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
98,1,224,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
98,2,225,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
98,3,226,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
99,1,227,1303,33,2,60,1,1,-8,4,,,,1,,,,,,,,
99,2,228,1303,36,1,32,4,1,-8,4,,,,4,,,,,,,,
100,1,229,1303,67,1,-8,-8,6,-8,2,,,,999,,,,,,,,
100,2,230,1303,64,2,50,1,1,-8,4,,,,1,,,,,,,,
101,1,231,1303,80,1,-8,-8,6,-8,2,,,,999,,,,,,,,
101,2,232,1303,73,2,-8,-8,6,-8,4,,,,999,,,,,,,,
102,1,233,1303,33,2,40,4,3,-8,4,,,,999,,,,,,,,
102,2,234,1303,36,1,55,1,1,-8,4,,,,2,,,,,,,,
103,1,235,1303,72,2,-8,-8,6,-8,4,,,,999,,,,,,,,
176,1,394,1303,42,1,40,1,1,-8,4,,,,2,,,,,,,,
176,2,395,1303,29,2,50,1,1,-8,4,,,,6,,,,,,,,
176,3,396,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
177,1,397,1303,35,2,50,1,1,-8,4,,,,1,,,,,,,,
178,1,398,1303,46,1,40,1,1,16,2,,,,1,,,,,,,,
178,2,399,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
178,3,400,1303,2,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
178,4,401,1303,51,2,30,1,1,-8,4,,,,2,,,,,,,,
179,1,402,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
179,2,403,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
179,3,404,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
180,1,405,1303,33,2,60,1,1,-8,4,,,,1,,,,,,,,
180,2,406,1303,36,1,32,4,1,-8,4,,,,4,,,,,,,,
181,1,407,1303,67,1,-8,-8,6,-8,2,,,,999,,,,,,,,
181,2,408,1303,64,2,50,1,1,-8,4,,,,1,,,,,,,,
182,1,409,1303,71,2,-8,-8,6,-8,4,,,,999,,,,,,,,
182,2,410,1303,78,1,-8,-8,6,-8,4,,,,999,,,,,,,,
183,1,411,1303,55,2,40,1,1,-8,4,,,,1,,,,,,,,
318,1,746,1303,42,1,40,1,1,-8,4,,,,2,,,,,,,,
318,2,747,1303,29,2,50,1,1,-8,4,,,,6,,,,,,,,
318,3,748,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
319,1,749,1303,57,1,40,1,1,16,4,,,,2,,,,,,,,
319,2,750,1303,52,1,40,1,1,-8,4,,,,1,,,,,,,,
320,1,751,1303,35,2,7,6,1,16,4,,,,2,,,,,,,,
320,2,752,1303,27,1,46,1,1,-8,4,,,,4,,,,,,,,
321,1,753,1303,33,1,55,1,1,-8,4,,,,1,,,,,,,,
322,1,754,1303,61,2,50,1,1,-8,4,,,,2,,,,,,,,
323,1,755,1303,35,2,50,1,1,-8,4,,,,1,,,,,,,,
324,1,756,1303,46,1,40,1,1,16,2,,,,1,,,,,,,,
324,2,757,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
324,3,758,1303,2,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
324,4,759,1303,51,2,30,1,1,-8,4,,,,2,,,,,,,,
325,1,760,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
325,2,761,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
325,3,762,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
326,1,763,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
326,2,764,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
326,3,765,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
327,1,766,1303,33,2,60,1,1,-8,4,,,,1,,,,,,,,
327,2,767,1303,36,1,32,4,1,-8,4,,,,4,,,,,,,,
328,1,768,1303,67,1,-8,-8,6,-8,2,,,,999,,,,,,,,
328,2,769,1303,64,2,50,1,1,-8,4,,,,1,,,,,,,,
329,1,770,1303,80,1,-8,-8,6,-8,2,,,,999,,,,,,,,
329,2,771,1303,73,2,-8,-8,6,-8,4,,,,999,,,,,,,,
330,1,772,1303,65,2,-8,-8,6,-8,4,,,,999,,,,,,,,
366,1,853,1303,42,1,40,1,1,-8,4,,,,2,,,,,,,,
366,2,854,1303,29,2,50,1,1,-8,4,,,,6,,,,,,,,
366,3,855,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
367,1,856,1303,35,2,50,1,1,-8,4,,,,1,,,,,,,,
368,1,857,1303,29,2,40,1,1,-8,4,,,,1,,,,,,,,
368,2,858,1303,14,1,-8,-8,-8,10,-8,,,,999,,,,,,,,
368,3,859,1303,38,1,40,1,1,-8,2,,,,6,,,,,,,,
368,4,860,1303,5,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
369,1,861,1303,37,2,38,1,1,-8,4,,,,4,,,,,,,,
369,2,862,1303,30,2,40,6,1,15,4,,,,1,,,,,,,,
370,1,863,1303,34,1,50,1,1,-8,4,,,,1,,,,,,,,
371,1,864,1303,60,1,-8,-8,6,-8,4,,,,999,,,,,,,,
372,1,865,1303,35,2,40,1,1,15,4,,,,2,,,,,,,,
372,2,866,1303,40,1,45,1,1,-8,4,,,,4,,,,,,,,
372,3,867,1303,9,2,-8,-8,-8,5,-8,,,,999,,,,,,,,
372,4,868,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
372,5,869,1303,22,2,16,5,1,-8,4,,,,1,,,,,,,,
372,6,870,1303,32,1,16,6,1,-8,4,,,,5,,,,,,,,
373,1,871,1303,46,1,40,1,1,16,2,,,,1,,,,,,,,
373,2,872,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
373,3,873,1303,2,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
373,4,874,1303,51,2,30,1,1,-8,4,,,,2,,,,,,,,
374,1,875,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
374,2,876,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
374,3,877,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
375,1,878,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
375,2,879,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
375,3,880,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
376,1,881,1303,33,2,60,1,1,-8,4,,,,1,,,,,,,,
376,2,882,1303,36,1,32,4,1,-8,4,,,,4,,,,,,,,
377,1,883,1303,65,1,-8,-8,6,-8,2,,,,999,,,,,,,,
377,2,884,1303,61,2,40,1,1,-8,4,,,,1,,,,,,,,
378,1,885,1303,81,1,3,6,6,-8,4,,,,999,,,,,,,,
378,2,886,1303,71,2,5,6,6,-8,4,,,,999,,,,,,,,
379,1,887,1303,35,2,40,1,1,-8,4,,,,2,,,,,,,,
379,2,888,1303,33,1,-8,-8,3,15,4,,,,999,,,,,,,,
380,1,889,1303,65,1,-8,-8,6,-8,4,,,,999,,,,,,,,
380,2,890,1303,62,2,-8,-8,6,-8,4,,,,999,,,,,,,,
381,1,891,1303,57,2,40,1,1,-8,4,,,,1,,,,,,,,
382,1,892,1303,50,1,43,1,1,-8,4,,,,1,,,,,,,,
383,1,893,1303,66,1,3,6,6,-8,2,,,,999,,,,,,,,
493,1,1157,1303,35,2,40,1,1,15,4,,,,2,,,,,,,,
493,2,1158,1303,40,1,45,1,1,-8,4,,,,4,,,,,,,,
493,3,1159,1303,9,2,-8,-8,-8,5,-8,,,,999,,,,,,,,
493,4,1160,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
493,5,1161,1303,22,2,16,5,1,-8,4,,,,1,,,,,,,,
493,6,1162,1303,32,1,16,6,1,-8,4,,,,5,,,,,,,,
494,1,1163,1303,46,1,40,1,1,16,2,,,,1,,,,,,,,
494,2,1164,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
494,3,1165,1303,2,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
494,4,1166,1303,51,2,30,1,1,-8,4,,,,2,,,,,,,,
495,1,1167,1303,48,1,40,1,1,-8,4,,,,6,,,,,,,,
495,2,1168,1303,43,2,-8,-8,6,-8,4,,,,999,,,,,,,,
495,3,1169,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
495,4,1170,1303,7,2,-8,-8,-8,3,-8,,,,999,,,,,,,,
496,1,1171,1303,36,2,10,3,1,-8,4,,,,3,,,,,,,,
496,2,1172,1303,33,1,40,1,1,-8,4,,,,4,,,,,,,,
496,3,1173,1303,7,2,-8,-8,-8,4,-8,,,,999,,,,,,,,
496,4,1174,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
497,1,1175,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
497,2,1176,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
497,3,1177,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
498,1,1178,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
498,2,1179,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
498,3,1180,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
499,1,1181,1303,33,2,60,1,1,-8,4,,,,1,,,,,,,,
499,2,1182,1303,36,1,32,4,1,-8,4,,,,4,,,,,,,,
500,1,1183,1303,67,1,-8,-8,6,-8,2,,,,999,,,,,,,,
500,2,1184,1303,64,2,50,1,1,-8,4,,,,1,,,,,,,,
501,1,1185,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
501,2,1186,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
502,1,1187,1303,81,1,3,6,6,-8,4,,,,999,,,,,,,,
502,2,1188,1303,71,2,5,6,6,-8,4,,,,999,,,,,,,,
503,1,1189,1303,35,2,40,1,1,-8,4,,,,2,,,,,,,,
503,2,1190,1303,33,1,-8,-8,3,15,4,,,,999,,,,,,,,
504,1,1191,1303,65,1,-8,-8,6,-8,4,,,,999,,,,,,,,
504,2,1192,1303,62,2,-8,-8,6,-8,4,,,,999,,,,,,,,
505,1,1193,1303,63,1,2,1,1,-8,4,,,,1,,,,,,,,
506,1,1194,1303,50,1,43,1,1,-8,4,,,,1,,,,,,,,
507,1,1195,1303,83,2,35,6,6,-8,4,,,,999,,,,,,,,
508,1,1196,1303,66,1,3,6,6,-8,2,,,,999,,,,,,,,
674,1,1583,1303,35,2,40,1,1,15,4,,,,2,,,,,,,,
674,2,1584,1303,40,1,45,1,1,-8,4,,,,4,,,,,,,,
674,3,1585,1303,9,2,-8,-8,-8,5,-8,,,,999,,,,,,,,
674,4,1586,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
674,5,1587,1303,22,2,16,5,1,-8,4,,,,1,,,,,,,,
674,6,1588,1303,32,1,16,6,1,-8,4,,,,5,,,,,,,,
675,1,1589,1303,50,1,40,1,1,-8,2,,,,1,,,,,,,,
675,2,1590,1303,54,2,40,1,2,-8,4,,,,2,,,,,,,,
675,3,1591,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
675,4,1592,1303,5,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
676,1,1593,1303,36,2,10,3,1,-8,4,,,,3,,,,,,,,
676,2,1594,1303,33,1,40,1,1,-8,4,,,,4,,,,,,,,
676,3,1595,1303,7,2,-8,-8,-8,4,-8,,,,999,,,,,,,,
676,4,1596,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
677,1,1597,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
677,2,1598,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
677,3,1599,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
678,1,1600,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
678,2,1601,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
678,3,1602,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
679,1,1603,1303,33,2,60,1,1,-8,4,,,,1,,,,,,,,
679,2,1604,1303,36,1,32,4,1,-8,4,,,,4,,,,,,,,
680,1,1605,1303,62,2,40,1,1,-8,4,,,,2,,,,,,,,
680,2,1606,1303,70,1,-8,-8,6,-8,4,,,,999,,,,,,,,
681,1,1607,1303,67,1,-8,-8,6,-8,2,,,,999,,,,,,,,
681,2,1608,1303,64,2,50,1,1,-8,4,,,,1,,,,,,,,
682,1,1609,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
682,2,1610,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
683,1,1611,1303,80,1,-8,-8,6,-8,2,,,,999,,,,,,,,
683,2,1612,1303,73,2,-8,-8,6,-8,4,,,,999,,,,,,,,
684,1,1613,1303,33,2,40,4,3,-8,4,,,,999,,,,,,,,
684,2,1614,1303,36,1,55,1,1,-8,4,,,,2,,,,,,,,
685,1,1615,1303,58,1,-8,-8,6,-8,4,,,,999,,,,,,,,
685,2,1616,1303,68,2,-8,-8,6,16,4,,,,999,,,,,,,,
686,1,1617,1303,57,2,40,1,1,-8,4,,,,1,,,,,,,,
687,1,1618,1303,52,2,20,1,1,-8,4,,,,1,,,,,,,,
688,1,1619,1303,75,1,-8,-8,6,-8,3,,,,999,,,,,,,,
689,1,1620,1303,66,1,3,6,6,-8,2,,,,999,,,,,,,,
752,1,1763,1303,29,2,40,1,1,-8,4,,,,1,,,,,,,,
752,2,1764,1303,14,1,-8,-8,-8,10,-8,,,,999,,,,,,,,
752,3,1765,1303,38,1,40,1,1,-8,2,,,,6,,,,,,,,
752,4,1766,1303,5,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
753,1,1767,1303,37,2,38,1,1,-8,4,,,,4,,,,,,,,
753,2,1768,1303,30,2,40,6,1,15,4,,,,1,,,,,,,,
754,1,1769,1303,30,2,50,1,1,-8,4,,,,1,,,,,,,,
755,1,1770,1303,61,2,-8,-8,6,-8,4,,,,999,,,,,,,,
756,1,1771,1303,50,1,40,1,1,-8,2,,,,1,,,,,,,,
756,2,1772,1303,54,2,40,1,2,-8,4,,,,2,,,,,,,,
756,3,1773,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
756,4,1774,1303,5,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
757,1,1775,1303,55,1,60,1,1,-8,4,,,,3,,,,,,,,
757,2,1776,1303,55,2,40,1,1,-8,4,,,,3,,,,,,,,
757,3,1777,1303,19,2,10,3,1,15,4,,,,3,,,,,,,,
757,4,1778,1303,15,2,-8,-8,-8,11,-8,,,,999,,,,,,,,
758,1,1779,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
758,2,1780,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
758,3,1781,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
759,1,1782,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
759,2,1783,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
759,3,1784,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
760,1,1785,1303,33,2,60,1,1,-8,4,,,,1,,,,,,,,
760,2,1786,1303,36,1,32,4,1,-8,4,,,,4,,,,,,,,
761,1,1787,1303,65,1,-8,-8,6,-8,2,,,,999,,,,,,,,
761,2,1788,1303,61,2,40,1,1,-8,4,,,,1,,,,,,,,
762,1,1789,1303,80,1,-8,-8,6,-8,2,,,,999,,,,,,,,
762,2,1790,1303,73,2,-8,-8,6,-8,4,,,,999,,,,,,,,
763,1,1791,1303,33,2,40,4,3,-8,4,,,,999,,,,,,,,
763,2,1792,1303,36,1,55,1,1,-8,4,,,,2,,,,,,,,
764,1,1793,1303,65,1,-8,-8,6,-8,4,,,,999,,,,,,,,
764,2,1794,1303,62,2,-8,-8,6,-8,4,,,,999,,,,,,,,
765,1,1795,1303,55,2,40,1,1,-8,4,,,,1,,,,,,,,
766,1,1796,1303,52,2,20,1,1,-8,4,,,,1,,,,,,,,
767,1,1797,1303,68,1,-8,-8,3,-8,4,,,,999,,,,,,,,
768,1,1798,1303,42,1,40,1,1,-8,4,,,,2,,,,,,,,
768,2,1799,1303,29,2,50,1,1,-8,4,,,,6,,,,,,,,
768,3,1800,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
769,1,1801,1303,57,1,40,1,1,16,4,,,,2,,,,,,,,
769,2,1802,1303,52,1,40,1,1,-8,4,,,,1,,,,,,,,
770,1,1803,1303,33,1,55,1,1,-8,4,,,,1,,,,,,,,
771,1,1804,1303,35,2,50,1,1,-8,4,,,,1,,,,,,,,
772,1,1805,1303,50,1,40,1,1,-8,2,,,,1,,,,,,,,
772,2,1806,1303,54,2,40,1,2,-8,4,,,,2,,,,,,,,
772,3,1807,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
772,4,1808,1303,5,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
773,1,1809,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
773,2,1810,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
773,3,1811,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
774,1,1812,1303,33,2,60,1,1,-8,4,,,,1,,,,,,,,
774,2,1813,1303,36,1,32,4,1,-8,4,,,,4,,,,,,,,
775,1,1814,1303,65,1,-8,-8,6,-8,2,,,,999,,,,,,,,
775,2,1815,1303,61,2,40,1,1,-8,4,,,,1,,,,,,,,
776,1,1816,1303,80,1,-8,-8,6,-8,2,,,,999,,,,,,,,
776,2,1817,1303,73,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1082,1,2498,1303,42,1,40,1,1,-8,4,,,,2,,,,,,,,
1082,2,2499,1303,29,2,50,1,1,-8,4,,,,6,,,,,,,,
1082,3,2500,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
1083,1,2501,1303,57,1,40,1,1,16,4,,,,2,,,,,,,,
1083,2,2502,1303,52,1,40,1,1,-8,4,,,,1,,,,,,,,
1084,1,2503,1303,28,1,40,1,1,-8,4,,,,1,,,,,,,,
1085,1,2504,1303,35,2,50,1,1,-8,4,,,,1,,,,,,,,
1086,1,2505,1303,34,2,35,1,1,-8,4,,,,4,,,,,,,,
1086,2,2506,1303,14,2,-8,-8,-8,11,-8,,,,999,,,,,,,,
1086,3,2507,1303,14,2,-8,-8,-8,11,-8,,,,999,,,,,,,,
1086,4,2508,1303,38,1,50,1,1,-8,4,,,,6,,,,,,,,
1087,1,2509,1303,29,2,40,1,1,-8,4,,,,1,,,,,,,,
1087,2,2510,1303,14,1,-8,-8,-8,10,-8,,,,999,,,,,,,,
1087,3,2511,1303,38,1,40,1,1,-8,2,,,,6,,,,,,,,
1087,4,2512,1303,5,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
1088,1,2513,1303,39,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1088,2,2514,1303,46,1,1,6,3,-8,4,,,,999,,,,,,,,
1088,3,2515,1303,7,1,-8,-8,-8,5,-8,,,,999,,,,,,,,
1088,4,2516,1303,85,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1089,1,2517,1303,35,1,40,1,1,-8,4,,,,5,,,,,,,,
1089,2,2518,1303,16,2,-8,-8,3,12,-8,,,,999,,,,,,,,
1089,3,2519,1303,32,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1090,1,2520,1303,39,2,36,1,1,16,4,,,,2,,,,,,,,
1090,2,2521,1303,39,1,25,1,1,15,4,,,,3,,,,,,,,
1091,1,2522,1303,26,2,40,1,1,-8,4,,,,3,,,,,,,,
1091,2,2523,1303,29,1,60,1,1,-8,4,,,,3,,,,,,,,
1092,1,2524,1303,32,2,35,1,1,-8,4,,,,6,,,,,,,,
1092,2,2525,1303,36,1,36,1,1,-8,4,,,,3,,,,,,,,
1093,1,2526,1303,37,2,38,1,1,-8,4,,,,4,,,,,,,,
1093,2,2527,1303,30,2,40,6,1,15,4,,,,1,,,,,,,,
1094,1,2528,1303,34,2,40,1,1,-8,4,,,,2,,,,,,,,
1094,2,2529,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
1095,1,2530,1303,34,1,50,1,1,-8,4,,,,1,,,,,,,,
1096,1,2531,1303,33,1,55,1,1,-8,4,,,,6,,,,,,,,
1097,1,2532,1303,26,2,58,1,1,-8,4,,,,1,,,,,,,,
1098,1,2533,1303,91,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1099,1,2534,1303,75,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1100,1,2535,1303,68,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1101,1,2536,1303,59,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1102,1,2537,1303,34,2,25,6,6,-8,4,,,,999,,,,,,,,
1103,1,2538,1303,50,1,40,1,1,-8,2,,,,1,,,,,,,,
1103,2,2539,1303,54,2,40,1,2,-8,4,,,,2,,,,,,,,
1103,3,2540,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
1103,4,2541,1303,5,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
1104,1,2542,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
1104,2,2543,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
1104,3,2544,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
1105,1,2545,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1105,2,2546,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
1105,3,2547,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
1106,1,2548,1303,33,2,60,1,1,-8,4,,,,1,,,,,,,,
1106,2,2549,1303,36,1,32,4,1,-8,4,,,,4,,,,,,,,
1107,1,2550,1303,67,1,-8,-8,6,-8,2,,,,999,,,,,,,,
1107,2,2551,1303,64,2,50,1,1,-8,4,,,,1,,,,,,,,
1108,1,2552,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
1108,2,2553,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
1109,1,2554,1303,80,1,-8,-8,6,-8,2,,,,999,,,,,,,,
1109,2,2555,1303,73,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1110,1,2556,1303,28,2,-8,-8,6,16,4,,,,999,,,,,,,,
1110,2,2557,1303,35,1,36,1,1,-8,4,,,,2,,,,,,,,
1111,1,2558,1303,58,1,-8,-8,6,-8,4,,,,999,,,,,,,,
1111,2,2559,1303,68,2,-8,-8,6,16,4,,,,999,,,,,,,,
1112,1,2560,1303,72,2,-8,-8,6,-8,4,,,,999,,,,,,,,
1113,1,2561,1303,42,1,40,1,1,-8,4,,,,2,,,,,,,,
1113,2,2562,1303,29,2,50,1,1,-8,4,,,,6,,,,,,,,
1113,3,2563,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
1114,1,2564,1303,43,2,30,4,1,-8,4,,,,1,,,,,,,,
1115,1,2565,1303,46,1,40,1,1,16,2,,,,1,,,,,,,,
1115,2,2566,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
1115,3,2567,1303,2,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
1115,4,2568,1303,51,2,30,1,1,-8,4,,,,2,,,,,,,,
1116,1,2569,1303,48,2,40,1,1,-8,4,,,,1,,,,,,,,
1116,2,2570,1303,17,2,2,6,6,14,4,,,,999,,,,,,,,
1116,3,2571,1303,16,1,-8,-8,6,12,-8,,,,999,,,,,,,,
1116,4,2572,1303,13,2,-8,-8,-8,10,-8,,,,999,,,,,,,,
1117,1,2573,1303,55,1,60,1,1,-8,4,,,,3,,,,,,,,
1117,2,2574,1303,55,2,40,1,1,-8,4,,,,3,,,,,,,,
1117,3,2575,1303,19,2,10,3,1,15,4,,,,3,,,,,,,,
1117,4,2576,1303,15,2,-8,-8,-8,11,-8,,,,999,,,,,,,,
1118,1,2577,1303,36,2,10,3,1,-8,4,,,,3,,,,,,,,
1118,2,2578,1303,33,1,40,1,1,-8,4,,,,4,,,,,,,,
1118,3,2579,1303,7,2,-8,-8,-8,4,-8,,,,999,,,,,,,,
1118,4,2580,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
1119,1,2581,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
1119,2,2582,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
1119,3,2583,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
