PUMA,TRACT,BG,BLOCK,household_id,wgtp,SERIALNO,employed,soc,OCCP,AGEP,SEX,WKHP,ESR,SCHG,WKW,MIL,SCHL,per_num,GQFLAG,person_id
1103,41047000300,410470003003,410470003003004,751315,91,2019HU0301617,1,43,4,40,2,45,1,-8,1,4,13,2,0,75131502
1103,41047000300,410470003003,410470003003004,751315,91,2019HU0301617,0,0,999,18,1,-8,6,6,-8,4,9,3,0,75131503
1103,41047000300,410470003003,410470003003004,751315,91,2019HU0301617,0,0,999,16,2,-8,6,5,-8,-8,6,4,0,75131504
1103,41047000300,410470003003,410470003003004,751315,91,2019HU0301617,0,0,999,10,1,-8,-8,3,-8,-8,2,5,0,75131505
1103,41047000300,410470003003,410470003003004,751316,20,2019HU0342106,0,0,999,71,2,-8,6,-8,-8,4,11,1,0,75131601
1103,41047000300,410470003003,410470003003004,751316,20,2019HU0342106,0,0,999,59,1,-8,3,-8,-8,4,10,2,0,75131602
1103,41047000300,410470003003,410470003003004,751317,113,2019HU0355531,1,21,2,37,2,10,1,-8,5,4,14,1,0,75131701
1103,41047000300,410470003003,410470003003004,751317,113,2019HU0355531,1,47,5,33,1,30,1,-8,4,4,4,2,0,75131702
1103,41047000300,410470003003,410470003003004,751317,113,2019HU0355531,1,41,4,21,2,20,1,-8,1,4,9,3,0,75131703
1103,41047000300,410470003003,410470003003004,751317,113,2019HU0355531,0,0,999,17,1,-8,6,5,-8,4,7,4,0,75131704
1103,41047000300,410470003003,410470003003004,751317,113,2019HU0355531,0,0,999,7,2,-8,-8,3,-8,-8,2,5,0,75131705
1103,41047000300,410470003003,410470003003004,751317,113,2019HU0355531,0,0,999,2,1,-8,-8,-8,-8,-8,-8,6,0,75131706
1103,41047000300,410470003003,410470003003004,751317,113,2019HU0355531,0,0,999,2,2,-8,-8,-8,-8,-8,-8,7,0,75131707
1103,41047000300,410470003003,410470003003004,751318,30,2019HU0478173,1,13,1,60,2,40,1,-8,1,4,13,1,0,75131801
1103,41047000300,410470003003,410470003003004,751318,30,2019HU0478173,0,0,999,29,2,-8,6,-8,-8,4,15,2,0,75131802
1103,41047000300,410470003003,410470003003004,751319,46,2019HU1235429,0,0,999,25,2,-8,3,6,-8,4,12,1,0,75131901
1103,41047000300,410470003003,410470003003004,751320,49,2019HU1373830,0,0,999,63,2,30,6,-8,3,4,9,1,0,75132001
1103,41047000300,410470003003,410470003003004,751320,49,2019HU1373830,1,53,6,40,1,25,1,-8,6,4,9,2,0,75132002
1103,41047000300,410470003003,410470003003004,751320,49,2019HU1373830,0,0,999,65,1,-8,6,-8,-8,4,9,3,0,75132003
1103,41047000300,410470003003,410470003003004,751320,49,2019HU1373830,1,41,4,40,1,25,1,-8,6,4,9,4,0,75132004
1103,41047000300,410470003003,410470003003004,751321,144,2020HU0175346,0,0,999,68,2,-8,6,-8,-8,4,9,1,0,75132101
1103,41047000300,410470003003,410470003003004,751322,18,2020HU0678815,1,13,1,25,1,40,1,-8,1,4,13,1,0,75132201
1103,41047000300,410470003003,410470003003004,751323,151,2020HU0721219,0,0,999,68,2,-8,6,-8,-8,4,12,1,0,75132301
1103,41047000300,410470003003,410470003003004,751324,75,2020HU0769061,1,19,1,46,1,65,1,-8,1,2,12,1,0,75132401
1103,41047000300,410470003003,410470003003004,751325,101,2020HU0949664,1,41,4,53,2,35,2,-8,3,4,11,1,0,75132501
1103,41047000300,410470003003,410470003003004,751326,74,2020HU0958268,1,45,5,31,2,25,1,-8,3,4,11,1,0,75132601
1103,41047000300,410470003003,410470003003004,751327,74,2020HU0958268,1,45,5,31,2,25,1,-8,3,4,11,1,0,75132701
1103,41047000300,410470003003,410470003003004,751328,60,2021HU0006315,1,25,2,55,1,38,1,-8,1,4,13,1,0,75132801
1103,41047000300,410470003003,410470003003004,751328,60,2021HU0006315,0,0,999,56,2,-8,6,-8,-8,4,10,2,0,75132802
1103,41047000300,410470003003,410470003003004,751328,60,2021HU0006315,1,25,2,27,2,30,1,-8,2,4,12,3,0,75132803
1103,41047000300,410470003003,410470003003004,751328,60,2021HU0006315,0,0,999,22,2,-8,6,6,-8,4,12,4,0,75132804
1103,41047000300,410470003003,410470003003004,751329,21,2021HU0654424,0,0,999,61,2,-8,6,-8,-8,4,9,1,0,75132901
1103,41047000300,410470003003,410470003003004,751330,66,2021HU0877160,1,15,1,33,2,40,1,-8,1,4,11,1,0,75133001
1103,41047000300,410470003003,410470003003004,751331,77,2021HU1168220,1,49,5,40,1,40,1,-8,1,4,9,1,0,75133101
1103,41047000300,410470003003,410470003003004,751332,23,2022HU0138182,0,0,999,53,1,-8,6,-8,-8,2,10,1,0,75133201
1103,41047000300,410470003003,410470003003004,751332,23,2022HU0138182,1,11,1,50,2,50,1,-8,1,4,13,2,0,75133202
1103,41047000300,410470003003,410470003003004,751333,44,2022HU0174978,1,47,5,29,2,40,1,-8,1,4,12,1,0,75133301
1103,41047000300,410470003003,410470003003004,751334,160,2022HU0728518,0,0,999,71,1,-8,6,-8,-8,4,5,1,0,75133401
1103,41047000300,410470003003,410470003003004,751335,77,2022HU0855839,1,41,4,30,2,40,1,-8,1,4,11,1,0,75133501
1103,41047000300,410470003003,410470003003004,751336,109,2022HU0972880,0,0,999,62,2,-8,6,-8,-8,4,11,1,0,75133601
1103,41047000300,410470003003,410470003003004,751337,56,2022HU1122197,0,0,999,31,2,-8,6,-8,-8,4,9,1,0,75133701
1103,41047000300,410470003003,410470003003004,751337,56,2022HU1122197,1,47,5,38,1,50,1,-8,2,4,9,2,0,75133702
1103,41047000300,410470003003,410470003003004,751338,19,2022HU1241489,1,51,6,50,1,40,1,-8,1,4,9,1,0,75133801
1103,41047000300,410470003003,410470003003004,751338,19,2022HU1241489,1,25,2,53,2,40,1,-8,1,4,9,2,0,75133802
1103,41047000300,410470003003,410470003003004,751339,15,2022HU1346173,1,17,1,29,1,40,1,-8,3,4,13,1,0,75133901
1103,41047000300,410470003003,410470003003004,751339,15,2022HU1346173,1,53,6,30,1,20,1,-8,4,4,14,2,0,75133902
1103,41047000300,410470003003,410470003003004,751339,15,2022HU1346173,1,15,1,28,1,40,1,-8,1,4,14,3,0,75133903
1103,41047000300,410470003003,410470003003004,751339,15,2022HU1346173,1,13,1,25,1,40,1,-8,1,4,13,4,0,75133904
1103,41047000300,410470003003,410470003003004,751340,20,2022HU1347544,0,0,999,64,2,-8,6,-8,-8,4,11,1,0,75134001
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,1,53,6,47,2,40,1,-8,1,4,9,1,0,75134101
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,0,0,999,44,2,-8,6,-8,-8,4,1,2,0,75134102
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,1,41,4,24,2,20,1,5,1,4,8,3,0,75134103
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,0,0,999,12,2,-8,-8,4,-8,-8,3,4,0,75134104
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,0,0,999,10,1,-8,-8,4,-8,-8,3,5,0,75134105
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,0,0,999,8,1,-8,-8,3,-8,-8,2,6,0,75134106
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,0,0,999,7,2,-8,-8,3,-8,-8,2,7,0,75134107
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,0,0,999,4,2,-8,-8,1,-8,-8,1,8,0,75134108
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,0,0,999,18,1,39,6,6,1,4,9,9,0,75134109
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,0,0,999,66,2,-8,6,-8,-8,4,8,10,0,75134110
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,0,0,999,1,2,-8,-8,-8,-8,-8,-8,11,0,75134111
1103,41047000300,410470003003,410470003003004,751341,11,2022HU1376807,0,0,999,16,2,-8,6,5,-8,-8,6,12,0,75134112
1103,41047000300,410470003003,410470003003005,751342,129,2018HU0357866,1,35,3,33,1,40,1,-8,1,4,11,1,0,75134201
1103,41047000300,410470003003,410470003003005,751343,46,2019HU1235429,0,0,999,25,2,-8,3,6,-8,4,12,1,0,75134301
1103,41047000300,410470003003,410470003003005,751344,75,2020HU0769061,1,19,1,46,1,65,1,-8,1,2,12,1,0,75134401
1103,41047000300,410470003003,410470003003005,751345,74,2020HU0958268,1,45,5,31,2,25,1,-8,3,4,11,1,0,75134501
1103,41047000300,410470003003,410470003003005,751346,66,2021HU0877160,1,15,1,33,2,40,1,-8,1,4,11,1,0,75134601
1103,41047000300,410470003003,410470003003005,751347,109,2022HU0972880,0,0,999,62,2,-8,6,-8,-8,4,11,1,0,75134701
1103,41047000300,410470003003,410470003003006,751348,129,2018HU0357866,1,35,3,33,1,40,1,-8,1,4,11,1,0,75134801
1103,41047000300,410470003003,410470003003006,751349,75,2020HU0769061,1,19,1,46,1,65,1,-8,1,2,12,1,0,75134901
1103,41047000300,410470003003,410470003003006,751350,74,2020HU0958268,1,45,5,31,2,25,1,-8,3,4,11,1,0,75135001
1103,41047000300,410470003003,410470003003006,751351,66,2021HU0877160,1,15,1,33,2,40,1,-8,1,4,11,1,0,75135101
1103,41047000300,410470003003,410470003003007,751352,129,2018HU0357866,1,35,3,33,1,40,1,-8,1,4,11,1,0,75135201
1103,41047000300,410470003003,410470003003007,751353,43,2018HU0477116,1,13,1,54,2,40,1,-8,1,4,10,1,0,75135301
1103,41047000300,410470003003,410470003003007,751353,43,2018HU0477116,0,0,999,52,1,40,6,-8,6,4,7,2,0,75135302
1103,41047000300,410470003003,410470003003007,751354,46,2019HU1235429,0,0,999,25,2,-8,3,6,-8,4,12,1,0,75135401
1103,41047000300,410470003003,410470003003007,751355,18,2020HU0678815,1,13,1,25,1,40,1,-8,1,4,13,1,0,75135501
1103,41047000300,410470003003,410470003003007,751356,75,2020HU0769061,1,19,1,46,1,65,1,-8,1,2,12,1,0,75135601
1103,41047000300,410470003003,410470003003007,751357,74,2020HU0958268,1,45,5,31,2,25,1,-8,3,4,11,1,0,75135701
1103,41047000300,410470003003,410470003003011,751358,129,2018HU0357866,1,35,3,33,1,40,1,-8,1,4,11,1,0,75135801
1103,41047000300,410470003003,410470003003011,751359,28,2019HU0527156,0,0,999,95,2,-8,6,-8,-8,4,11,1,0,75135901
1103,41047000300,410470003003,410470003003011,751360,46,2019HU1235429,0,0,999,25,2,-8,3,6,-8,4,12,1,0,75136001
1103,41047000300,410470003003,410470003003011,751361,49,2019HU1373830,0,0,999,63,2,30,6,-8,3,4,9,1,0,75136101
1103,41047000300,410470003003,410470003003011,751361,49,2019HU1373830,1,53,6,40,1,25,1,-8,6,4,9,2,0,75136102
1103,41047000300,410470003003,410470003003011,751361,49,2019HU1373830,0,0,999,65,1,-8,6,-8,-8,4,9,3,0,75136103
1103,41047000300,410470003003,410470003003011,751361,49,2019HU1373830,1,41,4,40,1,25,1,-8,6,4,9,4,0,75136104
1103,41047000300,410470003003,410470003003011,751362,75,2020HU0769061,1,19,1,46,1,65,1,-8,1,2,12,1,0,75136201
1103,41047000300,410470003003,410470003003011,751363,74,2020HU0958268,1,45,5,31,2,25,1,-8,3,4,11,1,0,75136301
1103,41047000300,410470003003,410470003003011,751364,66,2021HU0877160,1,15,1,33,2,40,1,-8,1,4,11,1,0,75136401
1103,41047000300,410470003003,410470003003011,751365,23,2022HU0138182,0,0,999,53,1,-8,6,-8,-8,2,10,1,0,75136501
1103,41047000300,410470003003,410470003003011,751365,23,2022HU0138182,1,11,1,50,2,50,1,-8,1,4,13,2,0,75136502
1103,41047000300,410470003003,410470003003011,751366,109,2022HU0972880,0,0,999,62,2,-8,6,-8,-8,4,11,1,0,75136601
1103,41047000300,410470003003,410470003003012,751367,129,2018HU0357866,1,35,3,33,1,40,1,-8,1,4,11,1,0,75136701
1103,41047000300,410470003003,410470003003012,751368,29,2018HU1225553,0,0,999,27,2,-8,6,6,-8,4,11,1,0,75136801
1103,41047000300,410470003003,410470003003012,751368,29,2018HU1225553,1,51,6,36,1,35,1,-8,1,4,12,2,0,75136802
1103,41047000300,410470003003,410470003003012,751368,29,2018HU1225553,1,31,2,62,2,15,1,-8,1,4,9,3,0,75136803
1103,41047000300,410470003003,410470003003012,751369,61,2018HU1397308,1,43,4,54,2,40,1,-8,1,4,12,1,0,75136901
1103,41047000300,410470003003,410470003003012,751369,61,2018HU1397308,0,0,999,55,1,-8,6,-8,-8,4,5,2,0,75136902
1103,41047000300,410470003003,410470003003012,751370,28,2019HU0157273,1,53,6,46,1,40,1,-8,1,3,11,1,0,75137001
1103,41047000300,410470003003,410470003003012,751370,28,2019HU0157273,0,0,999,42,1,-8,6,-8,-8,4,9,2,0,75137002
1103,41047000300,410470003003,410470003003012,751371,13,2019HU0515286,0,0,999,57,2,-8,6,-8,-8,2,11,1,0,75137101
1103,41047000300,410470003003,410470003003012,751372,46,2019HU1235429,0,0,999,25,2,-8,3,6,-8,4,12,1,0,75137201
1103,41047000300,410470003003,410470003003012,751373,151,2020HU0721219,0,0,999,68,2,-8,6,-8,-8,4,12,1,0,75137301
1103,41047000300,410470003003,410470003003012,751374,75,2020HU0769061,1,19,1,46,1,65,1,-8,1,2,12,1,0,75137401
1103,41047000300,410470003003,410470003003012,751375,42,2020HU0793367,1,37,3,20,1,35,1,-8,1,4,9,1,0,75137501
1103,41047000300,410470003003,410470003003012,751375,42,2020HU0793367,0,0,999,23,1,30,3,-8,6,4,9,2,0,75137502
1103,41047000300,410470003003,410470003003012,751376,74,2020HU0958268,1,45,5,31,2,25,1,-8,3,4,11,1,0,75137601
1103,41047000300,410470003003,410470003003012,751377,66,2021HU0877160,1,15,1,33,2,40,1,-8,1,4,11,1,0,75137701
1103,41047000300,410470003003,410470003003012,751378,23,2022HU0138182,0,0,999,53,1,-8,6,-8,-8,2,10,1,0,75137801
1103,41047000300,410470003003,410470003003012,751378,23,2022HU0138182,1,11,1,50,2,50,1,-8,1,4,13,2,0,75137802
1103,41047000300,410470003003,410470003003012,751379,109,2022HU0972880,0,0,999,62,2,-8,6,-8,-8,4,11,1,0,75137901
1103,41047000300,410470003003,410470003003012,751380,24,2022HU0982853,1,43,4,60,2,40,1,-8,1,4,9,1,0,75138001
1103,41047000300,410470003003,410470003003012,751380,24,2022HU0982853,0,0,999,57,1,-8,6,-8,-8,2,7,2,0,75138002
1103,41047000300,410470003003,410470003003012,751380,24,2022HU0982853,1,31,2,37,2,18,1,-8,1,4,9,3,0,75138003
1103,41047000300,410470003003,410470003003012,751380,24,2022HU0982853,0,0,999,61,1,-8,6,-8,-8,4,6,4,0,75138004
1103,41047000300,410470003003,410470003003012,751380,24,2022HU0982853,0,0,999,11,1,-8,-8,3,-8,-8,2,5,0,75138005
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,1,53,6,47,2,40,1,-8,1,4,9,1,0,75138101
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,0,0,999,44,2,-8,6,-8,-8,4,1,2,0,75138102
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,1,41,4,24,2,20,1,5,1,4,8,3,0,75138103
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,0,0,999,12,2,-8,-8,4,-8,-8,3,4,0,75138104
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,0,0,999,10,1,-8,-8,4,-8,-8,3,5,0,75138105
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,0,0,999,8,1,-8,-8,3,-8,-8,2,6,0,75138106
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,0,0,999,7,2,-8,-8,3,-8,-8,2,7,0,75138107
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,0,0,999,4,2,-8,-8,1,-8,-8,1,8,0,75138108
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,0,0,999,18,1,39,6,6,1,4,9,9,0,75138109
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,0,0,999,66,2,-8,6,-8,-8,4,8,10,0,75138110
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,0,0,999,1,2,-8,-8,-8,-8,-8,-8,11,0,75138111
1103,41047000300,410470003003,410470003003012,751381,11,2022HU1376807,0,0,999,16,2,-8,6,5,-8,-8,6,12,0,75138112
1103,41047000300,410470003003,410470003003013,751382,129,2018HU0357866,1,35,3,33,1,40,1,-8,1,4,11,1,0,75138201
1103,41047000300,410470003003,410470003003013,751383,43,2018HU0477116,1,13,1,54,2,40,1,-8,1,4,10,1,0,75138301
1103,41047000300,410470003003,410470003003013,751383,43,2018HU0477116,0,0,999,52,1,40,6,-8,6,4,7,2,0,75138302
1103,41047000300,410470003003,410470003003013,751384,19,2018HU0805394,0,0,999,95,2,-8,6,-8,-8,4,13,1,0,75138401
1103,41047000300,410470003003,410470003003013,751385,29,2018HU1225553,0,0,999,27,2,-8,6,6,-8,4,11,1,0,75138501
1103,41047000300,410470003003,410470003003013,751385,29,2018HU1225553,1,51,6,36,1,35,1,-8,1,4,12,2,0,75138502
1103,41047000300,410470003003,410470003003013,751385,29,2018HU1225553,1,31,2,62,2,15,1,-8,1,4,9,3,0,75138503
1103,41047000300,410470003003,410470003003013,751386,91,2019HU0301617,1,15,1,43,1,40,1,-8,1,4,14,1,0,75138601
1103,41047000300,410470003003,410470003003013,751386,91,2019HU0301617,1,43,4,40,2,45,1,-8,1,4,13,2,0,75138602
1103,41047000300,410470003003,410470003003013,751386,91,2019HU0301617,0,0,999,18,1,-8,6,6,-8,4,9,3,0,75138603
1103,41047000300,410470003003,410470003003013,751386,91,2019HU0301617,0,0,999,16,2,-8,6,5,-8,-8,6,4,0,75138604
1103,41047000300,410470003003,410470003003013,751386,91,2019HU0301617,0,0,999,10,1,-8,-8,3,-8,-8,2,5,0,75138605
1103,41047000300,410470003003,410470003003013,751387,46,2019HU1235429,0,0,999,25,2,-8,3,6,-8,4,12,1,0,75138701
1103,41047000300,410470003003,410470003003013,751388,49,2019HU1373830,0,0,999,63,2,30,6,-8,3,4,9,1,0,75138801
1103,41047000300,410470003003,410470003003013,751388,49,2019HU1373830,1,53,6,40,1,25,1,-8,6,4,9,2,0,75138802
1103,41047000300,410470003003,410470003003013,751388,49,2019HU1373830,0,0,999,65,1,-8,6,-8,-8,4,9,3,0,75138803
1103,41047000300,410470003003,410470003003013,751388,49,2019HU1373830,1,41,4,40,1,25,1,-8,6,4,9,4,0,75138804
1103,41047000300,410470003003,410470003003013,751389,151,2020HU0721219,0,0,999,68,2,-8,6,-8,-8,4,12,1,0,75138901
1103,41047000300,410470003003,410470003003013,751390,75,2020HU0769061,1,19,1,46,1,65,1,-8,1,2,12,1,0,75139001
1103,41047000300,410470003003,410470003003013,751391,74,2020HU0958268,1,45,5,31,2,25,1,-8,3,4,11,1,0,75139101
1103,41047000300,410470003003,410470003003013,751392,66,2021HU0877160,1,15,1,33,2,40,1,-8,1,4,11,1,0,75139201
1103,41047000300,410470003003,410470003003013,751393,77,2022HU0855839,1,41,4,30,2,40,1,-8,1,4,11,1,0,75139301
1103,41047000300,410470003003,410470003003013,751394,109,2022HU0972880,0,0,999,62,2,-8,6,-8,-8,4,11,1,0,75139401
1103,41047000300,410470003003,410470003003013,751395,19,2022HU1241489,1,51,6,50,1,40,1,-8,1,4,9,1,0,75139501
1103,41047000300,410470003003,410470003003013,751395,19,2022HU1241489,1,25,2,53,2,40,1,-8,1,4,9,2,0,75139502
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,1,53,6,47,2,40,1,-8,1,4,9,1,0,75139601
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,0,0,999,44,2,-8,6,-8,-8,4,1,2,0,75139602
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,1,41,4,24,2,20,1,5,1,4,8,3,0,75139603
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,0,0,999,12,2,-8,-8,4,-8,-8,3,4,0,75139604
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,0,0,999,10,1,-8,-8,4,-8,-8,3,5,0,75139605
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,0,0,999,8,1,-8,-8,3,-8,-8,2,6,0,75139606
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,0,0,999,7,2,-8,-8,3,-8,-8,2,7,0,75139607
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,0,0,999,4,2,-8,-8,1,-8,-8,1,8,0,75139608
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,0,0,999,18,1,39,6,6,1,4,9,9,0,75139609
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,0,0,999,66,2,-8,6,-8,-8,4,8,10,0,75139610
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,0,0,999,1,2,-8,-8,-8,-8,-8,-8,11,0,75139611
1103,41047000300,410470003003,410470003003013,751396,11,2022HU1376807,0,0,999,16,2,-8,6,5,-8,-8,6,12,0,75139612
1103,41047000300,410470003003,410470003003014,751397,129,2018HU0357866,1,35,3,33,1,40,1,-8,1,4,11,1,0,75139701
1103,41047000300,410470003003,410470003003014,751398,46,2019HU1235429,0,0,999,25,2,-8,3,6,-8,4,12,1,0,75139801
1103,41047000300,410470003003,410470003003014,751399,49,2019HU1373830,0,0,999,63,2,30,6,-8,3,4,9,1,0,75139901
1103,41047000300,410470003003,410470003003014,751399,49,2019HU1373830,1,53,6,40,1,25,1,-8,6,4,9,2,0,75139902
1103,41047000300,410470003003,410470003003014,751399,49,2019HU1373830,0,0,999,65,1,-8,6,-8,-8,4,9,3,0,75139903
1103,41047000300,410470003003,410470003003014,751399,49,2019HU1373830,1,41,4,40,1,25,1,-8,6,4,9,4,0,75139904
1103,41047000300,410470003003,410470003003014,751400,75,2020HU0769061,1,19,1,46,1,65,1,-8,1,2,12,1,0,75140001
1103,41047000300,410470003003,410470003003014,751401,74,2020HU0958268,1,45,5,31,2,25,1,-8,3,4,11,1,0,75140101
1103,41047000300,410470003003,410470003003014,751402,66,2021HU0877160,1,15,1,33,2,40,1,-8,1,4,11,1,0,75140201
1103,41047000300,410470003003,410470003003014,751403,109,2022HU0972880,0,0,999,62,2,-8,6,-8,-8,4,11,1,0,75140301
1103,41047000300,410470003003,410470003003015,751404,129,2018HU0357866,1,35,3,33,1,40,1,-8,1,4,11,1,0,75140401
1103,41047000300,410470003003,410470003003015,751405,43,2018HU0477116,1,13,1,54,2,40,1,-8,1,4,10,1,0,75140501
1103,41047000300,410470003003,410470003003015,751405,43,2018HU0477116,0,0,999,52,1,40,6,-8,6,4,7,2,0,75140502
1103,41047000300,410470003003,410470003003015,751406,29,2018HU1225553,0,0,999,27,2,-8,6,6,-8,4,11,1,0,75140601
1103,41047000300,410470003003,410470003003015,751406,29,2018HU1225553,1,51,6,36,1,35,1,-8,1,4,12,2,0,75140602
1103,41047000300,410470003003,410470003003015,751406,29,2018HU1225553,1,31,2,62,2,15,1,-8,1,4,9,3,0,75140603
1103,41047000300,410470003003,410470003003015,751407,38,2019HU0071134,1,51,6,59,1,40,1,-8,1,4,11,1,0,75140701
1103,41047000300,410470003003,410470003003015,751408,113,2019HU0355531,1,21,2,37,2,10,1,-8,5,4,14,1,0,75140801
1103,41047000300,410470003003,410470003003015,751408,113,2019HU0355531,1,47,5,33,1,30,1,-8,4,4,4,2,0,75140802
1103,41047000300,410470003003,410470003003015,751408,113,2019HU0355531,1,41,4,21,2,20,1,-8,1,4,9,3,0,75140803
1103,41047000300,410470003003,410470003003015,751408,113,2019HU0355531,0,0,999,17,1,-8,6,5,-8,4,7,4,0,75140804
1103,41047000300,410470003003,410470003003015,751408,113,2019HU0355531,0,0,999,7,2,-8,-8,3,-8,-8,2,5,0,75140805
1103,41047000300,410470003003,410470003003015,751408,113,2019HU0355531,0,0,999,2,1,-8,-8,-8,-8,-8,-8,6,0,75140806
1103,41047000300,410470003003,410470003003015,751408,113,2019HU0355531,0,0,999,2,2,-8,-8,-8,-8,-8,-8,7,0,75140807
1103,41047000300,410470003003,410470003003015,751409,46,2019HU1235429,0,0,999,25,2,-8,3,6,-8,4,12,1,0,75140901
1103,41047000300,410470003003,410470003003015,751410,49,2019HU1373830,0,0,999,63,2,30,6,-8,3,4,9,1,0,75141001
1103,41047000300,410470003003,410470003003015,751410,49,2019HU1373830,1,53,6,40,1,25,1,-8,6,4,9,2,0,75141002
1103,41047000300,410470003003,410470003003015,751410,49,2019HU1373830,0,0,999,65,1,-8,6,-8,-8,4,9,3,0,75141003
1103,41047000300,410470003003,410470003003015,751410,49,2019HU1373830,1,41,4,40,1,25,1,-8,6,4,9,4,0,75141004
1103,41047000300,410470003003,410470003003015,751411,36,2020HU0178159,0,0,999,50,1,40,3,-8,3,4,9,1,0,75141101
1103,41047000300,410470003003,410470003003015,751411,36,2020HU0178159,0,0,999,42,2,40,6,-8,5,4,12,2,0,75141102
1103,41047000300,410470003003,410470003003015,751411,36,2020HU0178159,0,0,999,27,1,-8,3,-8,-8,4,8,3,0,75141103
1103,41047000300,410470003003,410470003003015,751412,151,2020HU0721219,0,0,999,68,2,-8,6,-8,-8,4,12,1,0,75141201
1103,41047000300,410470003003,410470003003015,751413,75,2020HU0769061,1,19,1,46,1,65,1,-8,1,2,12,1,0,75141301
1103,41047000300,410470003003,410470003003015,751414,74,2020HU0958268,1,45,5,31,2,25,1,-8,3,4,11,1,0,75141401
1103,41047000300,410470003003,410470003003015,751415,66,2021HU0877160,1,15,1,33,2,40,1,-8,1,4,11,1,0,75141501
1103,41047000300,410470003003,410470003003015,751416,18,2022HU0490620,0,0,999,64,1,-8,6,-8,-8,2,12,1,0,75141601
1103,41047000300,410470003003,410470003003015,751417,77,2022HU0855839,1,41,4,30,2,40,1,-8,1,4,11,1,0,75141701
1103,41047000300,410470003003,410470003003015,751418,109,2022HU0972880,0,0,999,62,2,-8,6,-8,-8,4,11,1,0,75141801
1103,41047000300,410470003003,410470003003015,751419,24,2022HU0982853,1,43,4,60,2,40,1,-8,1,4,9,1,0,75141901
1103,41047000300,410470003003,410470003003015,751419,24,2022HU0982853,0,0,999,57,1,-8,6,-8,-8,2,7,2,0,75141902
1103,41047000300,410470003003,410470003003015,751419,24,2022HU0982853,1,31,2,37,2,18,1,-8,1,4,9,3,0,75141903
1103,41047000300,410470003003,410470003003015,751419,24,2022HU0982853,0,0,999,61,1,-8,6,-8,-8,4,6,4,0,75141904
1103,41047000300,410470003003,410470003003015,751419,24,2022HU0982853,0,0,999,11,1,-8,-8,3,-8,-8,2,5,0,75141905
1103,41047000300,410470003003,410470003003015,751420,15,2022HU1346173,1,17,1,29,1,40,1,-8,3,4,13,1,0,75142001
1103,41047000300,410470003003,410470003003015,751420,15,2022HU1346173,1,53,6,30,1,20,1,-8,4,4,14,2,0,75142002
1103,41047000300,410470003003,410470003003015,751420,15,2022HU1346173,1,15,1,28,1,40,1,-8,1,4,14,3,0,75142003
1103,41047000300,410470003003,410470003003015,751420,15,2022HU1346173,1,13,1,25,1,40,1,-8,1,4,13,4,0,75142004
1103,41047000300,410470003003,410470003003015,751421,20,2022HU1347544,0,0,999,64,2,-8,6,-8,-8,4,11,1,0,75142101
1103,41047000300,410470003003,410470003003016,751422,129,2018HU0357866,1,35,3,33,1,40,1,-8,1,4,11,1,0,75142201
1103,41047000300,410470003003,410470003003016,751423,46,2019HU1235429,0,0,999,25,2,-8,3,6,-8,4,12,1,0,75142301
1103,41047000300,410470003003,410470003003016,751424,49,2019HU1373830,0,0,999,63,2,30,6,-8,3,4,9,1,0,75142401
1103,41047000300,410470003003,410470003003016,751424,49,2019HU1373830,1,53,6,40,1,25,1,-8,6,4,9,2,0,75142402
