household_id,PUMA,TRACT,BG,BLOCK,WGTP,SERIALNO,NWESR,HHINCADJ,hhchild,NP,HINCP,TEN,BLD,ADJINC,VEH,HHT,NPF,HUPAC,GQTYPE,MAZ,TAZ
750913,1103,41047000300,410470003001,410470003001024,103,2022HU0844390,1,25015.464,1,1,24000.0,3.0,2.0,1042311,0.0,4.0,-8.0,4.0,0,8583,97
750914,1103,41047000300,410470003001,410470003001024,31,2022HU1282037,1,55034.0208,1,4,52800.0,1.0,2.0,1042311,3.0,1.0,4.0,4.0,0,8583,97
750915,1103,41047000300,410470003001,410470003001025,66,2018HU0565061,1,36620.7530901193,1,3,30920.0,3.0,7.0,1184371,1.0,3.0,3.0,4.0,0,9774,97
750916,1103,41047000300,410470003001,410470003001025,131,2020HU0248012,1,44236.2075702897,1,2,38800.0,3.0,7.0,1140108,1.0,3.0,2.0,4.0,0,9774,97
750917,1103,41047000300,410470003001,410470003001025,60,2021HU0006315,2,52879.9140750756,1,4,47500.0,1.0,2.0,1113261,3.0,1.0,4.0,4.0,0,9774,97
750918,1103,41047000300,410470003001,410470003001025,60,2022HU0075720,1,43777.062,1,1,42000.0,3.0,7.0,1042311,1.0,6.0,-8.0,4.0,0,9774,97
750919,1103,41047000300,410470003001,410470003001025,112,2022HU0271779,2,36480.885,1,2,35000.0,3.0,7.0,1042311,1.0,5.0,-8.0,4.0,0,9774,97
750920,1103,41047000300,410470003001,410470003001025,80,2022HU0952111,0,61600.5801,1,2,59100.0,1.0,2.0,1042311,2.0,1.0,2.0,4.0,0,9774,97
750921,1103,41047000300,410470003001,410470003001026,56,2018HU0383822,0,18476.1884930744,1,1,15600.0,3.0,2.0,1184371,1.0,4.0,-8.0,4.0,0,9258,97
750922,1103,41047000300,410470003001,410470003001026,54,2018HU0411508,0,13738.704264081,1,1,11600.0,3.0,7.0,1184371,1.0,6.0,-8.0,4.0,0,9258,97
750923,1103,41047000300,410470003001,410470003001026,59,2018HU0466538,0,12554.3332068326,1,1,10600.0,1.0,2.0,1184371,1.0,6.0,-8.0,4.0,0,9258,97
750924,1103,41047000300,410470003001,410470003001026,66,2018HU0565061,1,36620.7530901193,1,3,30920.0,3.0,7.0,1184371,1.0,3.0,3.0,4.0,0,9258,97
750925,1103,41047000300,410470003001,410470003001026,26,2018HU0644807,3,177655.658587254,1,3,150000.0,1.0,2.0,1184371,6.0,1.0,3.0,4.0,0,9258,97
750926,1103,41047000300,410470003001,410470003001026,18,2018HU0746890,0,5329.66975761762,1,1,4500.0,3.0,9.0,1184371,1.0,6.0,-8.0,4.0,0,9258,97
750927,1103,41047000300,410470003001,410470003001026,40,2018HU0828816,1,35531.1317174508,1,1,30000.0,3.0,7.0,1184371,2.0,4.0,-8.0,4.0,0,9258,97
750928,1103,41047000300,410470003001,410470003001026,117,2018HU0876970,2,100671.539866111,1,2,85000.0,3.0,7.0,1184371,1.0,2.0,2.0,4.0,0,9258,97
750929,1103,41047000300,410470003001,410470003001026,11,2018HU1026077,0,81603.165844412,1,2,68900.0,1.0,2.0,1184371,2.0,1.0,2.0,4.0,0,9258,97
750930,1103,41047000300,410470003001,410470003001026,70,2018HU1077757,1,23687.4211449672,2,3,20000.0,3.0,7.0,1184371,1.0,2.0,2.0,1.0,0,9258,97
750931,1103,41047000300,410470003001,410470003001026,86,2019HU0409337,1,75391.2771875445,1,1,65000.0,1.0,2.0,1159866,2.0,4.0,-8.0,4.0,0,9258,97
750932,1103,41047000300,410470003001,410470003001026,24,2019HU1252669,1,86989.9352163975,2,7,75000.0,1.0,2.0,1159866,2.0,1.0,7.0,3.0,0,9258,97
750933,1103,41047000300,410470003001,410470003001026,131,2020HU0248012,1,44236.2075702897,1,2,38800.0,3.0,7.0,1140108,1.0,3.0,2.0,4.0,0,9258,97
750934,1103,41047000300,410470003001,410470003001026,38,2020HU0260411,2,46744.4461438628,2,5,41000.0,3.0,6.0,1140108,2.0,1.0,5.0,3.0,0,9258,97
750935,1103,41047000300,410470003001,410470003001026,24,2020HU0351280,1,57005.422126662,1,1,50000.0,1.0,2.0,1140108,3.0,6.0,-8.0,4.0,0,9258,97
750936,1103,41047000300,410470003001,410470003001026,10,2020HU0398631,1,84368.0247474598,1,1,74000.0,1.0,2.0,1140108,2.0,6.0,-8.0,4.0,0,9258,97
750937,1103,41047000300,410470003001,410470003001026,130,2020HU0472713,2,76957.3198709937,1,2,67500.0,1.0,2.0,1140108,2.0,3.0,2.0,4.0,0,9258,97
750938,1103,41047000300,410470003001,410470003001026,94,2020HU0578395,1,13681.3013103989,2,5,12000.0,3.0,2.0,1140108,0.0,1.0,5.0,2.0,0,9258,97
750939,1103,41047000300,410470003001,410470003001026,78,2020HU0968092,2,106030.085155591,2,4,93000.0,3.0,2.0,1140108,2.0,1.0,4.0,2.0,0,9258,97
750940,1103,41047000300,410470003001,410470003001026,60,2021HU0006315,2,52879.9140750756,1,4,47500.0,1.0,2.0,1113261,3.0,1.0,4.0,4.0,0,9258,97
750941,1103,41047000300,410470003001,410470003001026,72,2021HU0892779,0,110769.504220422,1,2,99500.0,1.0,2.0,1113261,2.0,1.0,2.0,4.0,0,9258,97
750942,1103,41047000300,410470003001,410470003001026,41,2021HU0950582,1,61229.3741921928,1,1,55000.0,1.0,2.0,1113261,2.0,4.0,-8.0,4.0,0,9258,97
750943,1103,41047000300,410470003001,410470003001026,60,2022HU0075720,1,43777.062,1,1,42000.0,3.0,7.0,1042311,1.0,6.0,-8.0,4.0,0,9258,97
750944,1103,41047000300,410470003001,410470003001026,69,2022HU0264634,1,229.30842,1,1,220.0,2.0,3.0,1042311,1.0,4.0,-8.0,4.0,0,9258,97
750945,1103,41047000300,410470003001,410470003001026,112,2022HU0271779,2,36480.885,1,2,35000.0,3.0,7.0,1042311,1.0,5.0,-8.0,4.0,0,9258,97
750946,1103,41047000300,410470003001,410470003001026,56,2022HU0356753,1,112569.588,2,4,108000.0,1.0,2.0,1042311,3.0,1.0,4.0,1.0,0,9258,97
750947,1103,41047000300,410470003001,410470003001026,10,2022HU0766660,0,58056.7227,1,2,55700.0,1.0,2.0,1042311,2.0,1.0,2.0,4.0,0,9258,97
750948,1103,41047000300,410470003001,410470003001026,103,2022HU0844390,1,25015.464,1,1,24000.0,3.0,2.0,1042311,0.0,4.0,-8.0,4.0,0,9258,97
750949,1103,41047000300,410470003001,410470003001026,31,2022HU1282037,1,55034.0208,1,4,52800.0,1.0,2.0,1042311,3.0,1.0,4.0,4.0,0,9258,97
750956,1103,41047000300,410470003002,410470003002000,105,2018HU0026234,1,37899.8738319475,1,2,32000.0,1.0,2.0,1184371,2.0,1.0,2.0,4.0,0,8584,95
750957,1103,41047000300,410470003002,410470003002000,105,2018HU0026234,1,37899.8738319475,1,2,32000.0,1.0,2.0,1184371,2.0,1.0,2.0,4.0,0,8584,95
750958,1103,41047000300,410470003002,410470003002000,57,2018HU0195516,1,14094.0155812555,2,3,11900.0,3.0,6.0,1184371,1.0,3.0,3.0,2.0,0,8584,95
750959,1103,41047000300,410470003002,410470003002000,83,2018HU0277555,1,22503.0500877188,2,6,19000.0,3.0,8.0,1184371,1.0,1.0,6.0,3.0,0,8584,95
750960,1103,41047000300,410470003002,410470003002000,18,2018HU0340141,1,29609.276431209,1,1,25000.0,2.0,2.0,1184371,2.0,6.0,-8.0,4.0,0,8584,95
750961,1103,41047000300,410470003002,410470003002000,21,2018HU0485721,2,143308.897927052,2,4,121000.0,1.0,2.0,1184371,2.0,1.0,4.0,2.0,0,8584,95
750962,1103,41047000300,410470003002,410470003002000,40,2018HU0514960,2,115239.303870265,2,3,97300.0,1.0,2.0,1184371,2.0,1.0,3.0,2.0,0,8584,95
750963,1103,41047000300,410470003002,410470003002000,11,2018HU0735939,2,48796.0875586324,1,2,41200.0,2.0,2.0,1184371,6.0,1.0,2.0,4.0,0,8584,95
750964,1103,41047000300,410470003002,410470003002000,27,2018HU0752638,1,63956.0370914114,1,2,54000.0,1.0,2.0,1184371,1.0,2.0,2.0,4.0,0,8584,95
750965,1103,41047000300,410470003002,410470003002000,45,2018HU0842689,1,17765.5658587254,2,7,15000.0,3.0,2.0,1184371,2.0,2.0,7.0,3.0,0,8584,95
750966,1103,41047000300,410470003002,410470003002000,14,2018HU0848869,1,61587.2949769147,1,2,52000.0,1.0,2.0,1184371,2.0,5.0,-8.0,4.0,0,8584,95
750967,1103,41047000300,410470003002,410470003002000,20,2018HU0926585,2,57560.4333822703,2,6,48600.0,2.0,2.0,1184371,6.0,1.0,6.0,2.0,0,8584,95
750968,1103,41047000300,410470003002,410470003002000,111,2018HU0929154,2,76984.1187211434,2,3,65000.0,1.0,2.0,1184371,2.0,1.0,3.0,1.0,0,8584,95
750969,1103,41047000300,410470003002,410470003002000,19,2018HU1030410,2,130280.81629732,1,2,110000.0,1.0,2.0,1184371,2.0,5.0,-8.0,4.0,0,8584,95
750970,1103,41047000300,410470003002,410470003002000,21,2018HU1210288,1,60402.9239196664,1,1,51000.0,2.0,2.0,1184371,1.0,4.0,-8.0,4.0,0,8584,95
750971,1103,41047000300,410470003002,410470003002000,27,2018HU1340047,1,23687.4211449672,1,1,20000.0,4.0,2.0,1184371,1.0,4.0,-8.0,4.0,0,8584,95
750972,1103,41047000300,410470003002,410470003002000,27,2018HU1340047,1,23687.4211449672,1,1,20000.0,4.0,2.0,1184371,1.0,4.0,-8.0,4.0,0,8584,95
750973,1103,41047000300,410470003002,410470003002000,14,2018HU1371080,2,71126.219471993,1,2,60054.0,1.0,2.0,1184371,2.0,1.0,2.0,4.0,0,8584,95
750974,1103,41047000300,410470003002,410470003002000,46,2019HU0016087,1,74231.4113846592,1,1,64000.0,3.0,2.0,1159866,2.0,4.0,-8.0,4.0,0,8584,95
750975,1103,41047000300,410470003002,410470003002000,41,2019HU0044562,2,115986.58028853,2,3,100000.0,1.0,2.0,1159866,5.0,1.0,3.0,2.0,0,8584,95
750976,1103,41047000300,410470003002,410470003002000,18,2019HU0348905,0,29344.6048129981,1,1,25300.0,1.0,2.0,1159866,1.0,6.0,-8.0,4.0,0,8584,95
750977,1103,41047000300,410470003002,410470003002000,113,2019HU0355531,3,64952.4849615768,2,7,56000.0,1.0,2.0,1159866,3.0,1.0,7.0,3.0,0,8584,95
750978,1103,41047000300,410470003002,410470003002000,19,2019HU0391394,1,32476.2424807884,1,1,28000.0,1.0,2.0,1159866,1.0,6.0,-8.0,4.0,0,8584,95
750979,1103,41047000300,410470003002,410470003002000,28,2019HU0430815,0,13918.3896346236,1,1,12000.0,3.0,6.0,1159866,2.0,6.0,-8.0,4.0,0,8584,95
750980,1103,41047000300,410470003002,410470003002000,79,2019HU0467393,0,34795.974086559,1,1,30000.0,3.0,2.0,1159866,1.0,6.0,-8.0,4.0,0,8584,95
750981,1103,41047000300,410470003002,410470003002000,79,2019HU0467393,0,34795.974086559,1,1,30000.0,3.0,2.0,1159866,1.0,6.0,-8.0,4.0,0,8584,95
750982,1103,41047000300,410470003002,410470003002000,22,2019HU0555752,0,24009.2221197257,1,1,20700.0,2.0,2.0,1159866,2.0,4.0,-8.0,4.0,0,8584,95
750983,1103,41047000300,410470003002,410470003002000,21,2019HU0568370,0,32244.2693202113,1,2,27800.0,1.0,2.0,1159866,2.0,1.0,2.0,4.0,0,8584,95
750984,1103,41047000300,410470003002,410470003002000,25,2019HU0621641,2,158901.614995286,1,2,137000.0,2.0,2.0,1159866,2.0,1.0,2.0,4.0,0,8584,95
750985,1103,41047000300,410470003002,410470003002000,14,2019HU0831898,2,110187.251274104,2,4,95000.0,1.0,2.0,1159866,2.0,1.0,4.0,2.0,0,8584,95
750986,1103,41047000300,410470003002,410470003002000,11,2019HU0982821,1,25517.0476634766,1,1,22000.0,2.0,2.0,1159866,6.0,4.0,-8.0,4.0,0,8584,95
750987,1103,41047000300,410470003002,410470003002000,23,2019HU1188100,2,104387.922259677,1,4,90000.0,1.0,2.0,1159866,5.0,1.0,4.0,4.0,0,8584,95
750988,1103,41047000300,410470003002,410470003002000,16,2020HU0150208,1,44464.2292587964,2,2,39000.0,3.0,6.0,1140108,1.0,2.0,2.0,2.0,0,8584,95
750989,1103,41047000300,410470003002,410470003002000,35,2020HU0296800,2,10488.9976713058,1,2,9200.0,3.0,6.0,1140108,2.0,1.0,2.0,4.0,0,8584,95
750990,1103,41047000300,410470003002,410470003002000,69,2020HU0320414,2,118001.22380219,1,2,103500.0,3.0,2.0,1140108,1.0,5.0,-8.0,4.0,0,8584,95
750991,1103,41047000300,410470003002,410470003002000,28,2020HU0447090,2,21206.0170311183,1,2,18600.0,3.0,6.0,1140108,1.0,5.0,-8.0,4.0,0,8584,95
750992,1103,41047000300,410470003002,410470003002000,17,2020HU0522686,2,62477.9426508216,2,3,54800.0,1.0,2.0,1140108,2.0,2.0,2.0,2.0,0,8584,95
750993,1103,41047000300,410470003002,410470003002000,14,2020HU0554910,2,55295.2594628621,1,3,48500.0,1.0,2.0,1140108,5.0,1.0,3.0,4.0,0,8584,95
750994,1103,41047000300,410470003002,410470003002000,44,2020HU0565444,0,42868.0774392498,1,4,37600.0,3.0,6.0,1140108,1.0,5.0,-8.0,4.0,0,8584,95
750995,1103,41047000300,410470003002,410470003002000,8,2020HU0572904,2,105688.052622831,1,3,92700.0,1.0,2.0,1140108,5.0,3.0,3.0,4.0,0,8584,95
750996,1103,41047000300,410470003002,410470003002000,9,2020HU0596182,1,34545.2858087572,1,2,30300.0,1.0,2.0,1140108,2.0,3.0,2.0,4.0,0,8584,95
750997,1103,41047000300,410470003002,410470003002000,100,2020HU0980508,2,144793.772201721,2,3,127000.0,2.0,2.0,1140108,3.0,1.0,3.0,2.0,0,8584,95
750998,1103,41047000300,410470003002,410470003002000,38,2020HU1003411,1,31010.9496369041,1,1,27200.0,2.0,2.0,1140108,1.0,4.0,-8.0,4.0,0,8584,95
750999,1103,41047000300,410470003002,410470003002000,80,2021HU0143715,1,37850.8858642646,2,4,34000.0,3.0,4.0,1113261,2.0,1.0,4.0,2.0,0,8584,95
751000,1103,41047000300,410470003002,410470003002000,80,2021HU0143715,1,37850.8858642646,2,4,34000.0,3.0,4.0,1113261,2.0,1.0,4.0,2.0,0,8584,95
751001,1103,41047000300,410470003002,410470003002000,76,2021HU0234761,2,40300.0608319524,2,3,36200.0,3.0,6.0,1113261,1.0,1.0,3.0,1.0,0,8584,95
751002,1103,41047000300,410470003002,410470003002000,64,2021HU0279396,2,83494.601171172,1,2,75000.0,1.0,2.0,1113261,2.0,1.0,2.0,4.0,0,8584,95
751003,1103,41047000300,410470003002,410470003002000,64,2021HU0279396,2,83494.601171172,1,2,75000.0,1.0,2.0,1113261,2.0,1.0,2.0,4.0,0,8584,95
751004,1103,41047000300,410470003002,410470003002000,56,2021HU0644864,2,76258.4024030038,2,6,68500.0,3.0,2.0,1113261,2.0,3.0,6.0,2.0,0,8584,95
751005,1103,41047000300,410470003002,410470003002000,23,2021HU0654626,1,55663.067447448,2,4,50000.0,3.0,6.0,1113261,2.0,1.0,4.0,2.0,0,8584,95
751006,1103,41047000300,410470003002,410470003002000,63,2021HU0669634,2,56776.328796397,2,3,51000.0,3.0,2.0,1113261,2.0,3.0,3.0,2.0,0,8584,95
751007,1103,41047000300,410470003002,410470003002000,54,2021HU0730481,2,92400.6919627637,1,2,83000.0,1.0,2.0,1113261,2.0,1.0,2.0,4.0,0,8584,95
751008,1103,41047000300,410470003002,410470003002000,11,2021HU0731331,2,61229.3741921928,1,2,55000.0,1.0,2.0,1113261,2.0,1.0,2.0,4.0,0,8584,95
751009,1103,41047000300,410470003002,410470003002000,60,2021HU0871618,2,14873.1716219581,2,7,13360.0,3.0,6.0,1113261,1.0,5.0,-8.0,2.0,0,8584,95
751010,1103,41047000300,410470003002,410470003002000,24,2021HU1087848,2,74588.5103795803,1,2,67000.0,3.0,2.0,1113261,2.0,1.0,2.0,4.0,0,8584,95
751011,1103,41047000300,410470003002,410470003002000,36,2021HU1107464,2,54327.1538287092,1,2,48800.0,3.0,6.0,1113261,2.0,2.0,2.0,4.0,0,8584,95
751012,1103,41047000300,410470003002,410470003002000,30,2021HU1144824,0,21374.61789982,1,2,19200.0,1.0,2.0,1113261,2.0,1.0,2.0,4.0,0,8584,95
751013,1103,41047000300,410470003002,410470003002000,30,2021HU1245690,4,193373.496312434,1,6,173700.0,1.0,2.0,1113261,6.0,3.0,5.0,4.0,0,8584,95
751014,1103,41047000300,410470003002,410470003002000,14,2021HU1315325,0,13359.1361873875,1,1,12000.0,3.0,6.0,1113261,1.0,6.0,-8.0,4.0,0,8584,95
751015,1103,41047000300,410470003002,410470003002000,16,2022HU0029929,1,47946.306,1,2,46000.0,1.0,2.0,1042311,2.0,1.0,2.0,4.0,0,8584,95
751016,1103,41047000300,410470003002,410470003002000,32,2022HU0118416,6,155825.4945,2,7,149500.0,1.0,2.0,1042311,3.0,1.0,7.0,2.0,0,8584,95
751017,1103,41047000300,410470003002,410470003002000,19,2022HU0159193,1,36480.885,1,2,35000.0,2.0,2.0,1042311,2.0,1.0,2.0,4.0,0,8584,95
751018,1103,41047000300,410470003002,410470003002000,60,2022HU0442370,1,31269.33,1,2,30000.0,3.0,6.0,1042311,1.0,1.0,2.0,4.0,0,8584,95
751019,1103,41047000300,410470003002,410470003002000,64,2022HU0803491,1,37418.9649,2,4,35900.0,3.0,2.0,1042311,2.0,3.0,2.0,3.0,0,8584,95
751020,1103,41047000300,410470003002,410470003002000,64,2022HU0803491,1,37418.9649,2,4,35900.0,3.0,2.0,1042311,2.0,3.0,2.0,3.0,0,8584,95
751021,1103,41047000300,410470003002,410470003002000,64,2022HU0803491,1,37418.9649,2,4,35900.0,3.0,2.0,1042311,2.0,3.0,2.0,3.0,0,8584,95
751022,1103,41047000300,410470003002,410470003002000,64,2022HU0803491,1,37418.9649,2,4,35900.0,3.0,2.0,1042311,2.0,3.0,2.0,3.0,0,8584,95
751023,1103,41047000300,410470003002,410470003002000,64,2022HU0803491,1,37418.9649,2,4,35900.0,3.0,2.0,1042311,2.0,3.0,2.0,3.0,0,8584,95
751024,1103,41047000300,410470003002,410470003002000,64,2022HU0803491,1,37418.9649,2,4,35900.0,3.0,2.0,1042311,2.0,3.0,2.0,3.0,0,8584,95
751025,1103,41047000300,410470003002,410470003002000,47,2022HU0881155,1,37523.196,2,6,36000.0,3.0,2.0,1042311,2.0,1.0,6.0,2.0,0,8584,95
